gvkey,tic,cusip,conm,cik
41681,XNAV,360876882,FUNDX AGGRESSIVE ETF,
41684,ACRV,004890109,ACRIVON THERAPEUTICS INC,1781174
41685,GXAI,62911P300,GAXOS.AI INC,1895618
41686,SNAL,83301J100,SNAIL INC,1886894
41687,JNVR,47100L202,JANOVER INC,1805526
41688,JEWL,00548H101,ADAMAS ONE CORP,1884072
41691,BMAX.,11221Y105,BROMPTON ENHD MULTI-AST INC,
41692,RNEW,92189H722,VANECK GREEN INFRASTRUCTURE,
41693,RDVI,33738D879,FT VEST RISING D A T IN ETF,
41694,RQQ.,75528N104,RBC TRGT 2028 CAN COR BD IDX,
41695,RQR.,75528M106,RBC TRGT 2029 CAN COR BD IDX,
41700,SHDG,00777X603,SOUNDWATCH HEDGED EQUITY ETF,
41701,NBCM,64135A408,COMMODITY STRATEGY ETF,
41703,IQHI,45409F736,NYLI MACKAY ESG HIGH INC ETF,
41704,UYLD,03463K752,ANGEL OAK ULTRASHORT INCOME,
41705,IQSM,45409B248,NYLI CANDRIAM US MID CAP EQU,
41706,HTAE.,41754B107,HARVEST TECH ACHRS ENHD INC,
41707,HUTE.,41754D103,HARVEST EQ WT GL U ENHD INC,
41708,HLFE.,41756C103,HARVEST CAN EQ ENHD INC LDR,
41709,HBFE.,41753M104,HARVEST BRAND LDR ENHD INC,
41710,HHLE.,41755U104,HARVEST HEALTHC LDRS EN INC,
41713,MISL,33733E831,FIRST TR IND AEROSP AND DEF,
41714,THYF,87283Q875,T ROWE PRICE US HIGH YIELD,
41715,FTGS,33733E823,FIRST TR GROWTH STRENGTH ETF,
41716,RXO,74982T103,RXO INC,1929561
41718,CGMS,14020Y300,CAPITAL GRP US MULTI SCT INC,
41719,CGMU,14020Y201,CAPITAL GROUP MUNICIPAL INC,
41720,CGSD,14020Y409,CAPITAL GRP SHRT DURATN INC,
41722,BMN,09262G108,BLACKROCK 2037 MUN TGT TM TR,1832871
41724,HIGH,82889N632,SIMPLIFY ENHANCED INCOME ETF,
41725,BUCK,82889N640,SIMPLIFY STABLE INCOME ETF,
41727,DVAL,35473P462,DYNAMIC US LARGE CAP VALUE,
41728,MCSE,35473P454,MARTIN CURRIE SUST INTL EQ,
41729,JUCY,26922B642,APTUS ENHANCED YIELD ETF,
41730,CGIN.,12568W108,CI GLOBAL INVESTMT GRADE ETF,
41731,CGBN.,12569A105,CI GLOBAL BD CURY NEUTRAL FD,
41732,MPY.,62580Q100,MULVIHILL PREMIUM YIELD FUND,
41733,TPET,89669L108,TRIO PETROLEUM CORP,1898766
41737,KSTR,500767694,KRANESHARES SSE S M 50 I ETF,
41738,DFSI,25434V690,DIMENSIONAL INTL SUST CORE 1,
41739,DFSE,25434V682,DIMENSIONAL EMERG MKT SST 1,
41740,DFSU,25434V716,DIMENSIONAL US SUSTTY CORE 1,
41743,BKGI,09661T826,BNY MELLON GLOBAL INFRASTRUC,
41744,INC,92189H755,VANECK DYNAMIC HIGH INC,
41745,EFRA,46436E254,ISHARES ENVN INFR AND INDUS,
41746,EIPX,33739Q804,FT ENERGY INC PARTNR STRATGY,
41748,RVRB,00770X253,REVERB ETF,
41749,ADPV,81752T536,ADAPTIV SELECT ETF,
41752,NVBT,00888H851,ALLIANZIM US LG CP BUFF10 NV,
41753,NVBW,00888H844,ALLIANZIM US LG CP BUFF20 NV,
41755,OAKC,67418C108,OAKWORTH CAPITAL INC,1588871
41756,DXDB.,26785J104,DYNAMIC ACTIVE DISC BOND ETF,
41757,CARY,03463K760,ANGEL OAK INCOME ETF,
41759,IDEF.,56504H105,MANULIFE SMART INTER D E ETF,
41760,SFLR,45783Y673,INNOVATOR EQUITY MANAG F ETF,
41761,SNPD,23306X506,XTRACKERS S&P ESG DIV A ETF,
41762,SNPG,23306X308,XTRACKERS S&P 500 GR ESG ETF,
41763,SNPV,23306X407,XTRACKERS S&P 500 VA ESG ETF,
41765,IDIV.B,56503T100,MANULIFE SMART INTL DIV ETF,
41767,PFCB.,72001D109,PICTON MAHONEY FOFD CR BD FD,
41768,ASPI,00218A105,ASP ISOTOPES INC,1921865
41770,STXD,02072L581,STRIVE 1000 DIV GROWTH ETF,
41771,STXG,02072L615,STRIVE 1000 GROWTH ETF,
41772,STXK,02072L573,STRIVE SMALL-CAP ETF,
41773,STXV,02072L599,STRIVE 1000 VALUE ETF,
41774,TGN,46144X529,AXS BRENDAN WOOD TG INDX ETF,
41779,OBIL,74933W478,US TREASURY 12 MNTH BILL ETF,
41780,TUA,82889N657,SIMPLIFY SH TM TR FUTURES ST,
41781,DFSB,25434V674,DIMENSIONAL GLBL SUS FX INCM,
41782,SKWD,830940102,SKYWARD SPECIALTY INS GP INC,1519449
41784,HIDE,02072L631,ALPHA ARCHITECT HGH IN & DEF,
41785,FDV,31423L305,FEDERATED HERMES US STRT DIV,
41788,ERET,46436E270,ISHARES ENVIRNT AWARE RL EST,
41789,ARKG.,05602W100,BMO ARK GENOMIC REVOLTION FD,
41790,ARKK.,05603A107,BMO ARK INNOVATION FUND,
41791,ARKW.,05592N102,BMO ARK NEXT GEN INTERNET FD,
41792,MEDI,41151J869,HARBOR HEALTH CARE ETF,
41793,IGTR,45783Y665,INNOVATOR GRAD TCT ROT STRAT,
41794,HDUS,518416870,HARTFORD DISCIPLND US EQ ETF,
41795,TFLR,87283Q883,T. ROWE PRICE FLTNG RATE ETF,
41797,TXO,87313P103,TXO ENERGY PARTNERS LP,1559432
41802,FYLG,37960A768,GLOBAL X FINANCIALS CD C & G,
41803,TYLG,37960A743,GLOBAL X INFO TECH CD C & G,
41804,HYLG,37960A750,GLOBAL X HEALTH CARE CD C&G,
41805,TSLY,88636J444,YIELDMAX TSLA OPTION INC STY,
41806,OARK,88634T600,YIELDMAX INOV OPTION INC STY,
41810,ACAA.,04276B104,ARROW LNG/SHT ALTERNATIVE FD,
41811,FIAX,88634T535,NICHOLAS FIXED INCOME ALT,
41813,DECT,00888H836,ALLIANZIM US L C B10 D (THE),
41814,DECW,00888H794,ALLIANZIM US L C B20 D (THE),
41815,ION,74347G267,PROSHARES S&P GBL C BTY MTLS,
41817,BAM,113004105,BROOKFIELD ASSET MANAG LTD,1937926
41818,GEHC,36266G107,GE HEALTHCARE TECHNOLOGI INC,1932393
41820,INTL,66538H237,MAIN INTERNATIONAL ETF,
41822,SECD,88634T501,SENIOR SECURED CREDIT OP ETF,
41824,SYT,871241105,SYLA TECHNOLOGIE CO LTD -ADR,1946216
41826,QVOY,90386K639,Q3 ALL-SEASON ACTIVE ROT ETF,
41827,DFGR,25434V658,DIMENSIONAL GLOBAL RL ES ETF,
41828,DFLV,25434V666,DIMENSIONAL US LR CAP VL ETF,
41832,ISDB,46090A739,INVESCO SHORT DURATON BD ETF,
41833,RNWZ,53656G571,TRUESHARES EAG GBL RNW EN IN,
41835,MBC,57638P104,MASTERBRAND INC,1941365
41836,EQTY,92046L353,KOVITZ CORE EQUITY ETF,
41839,BABX,38747R868,GRANITESHARES 2X LG BABA DLY,
41840,FBL,38747R843,GRANITESHARES 2X LG META DLY,
41841,NVDL,38747R827,GRANITESHARES 2X LG NVDA DLY,
41842,DIP,26922B634,BTD CAPITAL FUND,
41843,VEMY,92790A801,VIRTUS STONE HB EM MKT HI YD,
41845,PJFG,69344A875,PGIM JENNISON FOCUSED GR ETF,
41846,PJFV,69344A867,PGIM JENNISON FOCUSED VA ETF,
41847,PBL,69344A859,PGIM PORTFOLIO BALLAST ETF,
41849,QGRW,97717Y477,WISDOMTREE U S QUAL GR FUND,
41850,INFR,35473P447,CLEARBRIDGE SUSTAI INFRA ETF,
41857,BOXX,02072L565,ALPHA ARCHITECT 1-3 MONTH BO,
41860,OAIA,53656G522,TEUCRIUM AILA LG-SH AGRI SGY,
41863,JHID,47804J750,JOHN HANCOCK INTERNL H DIVD,
41868,COWG,69374H360,PACER US LARGE C C C G L ETF,
41869,DKRB,81752T569,SUBVERSIVE DECARBONIZATI ETF,
41870,KCAL,81752T551,SUBVERSIVE FOOD SECURITY ETF,
41871,PIT,92189H771,VANECK COMMODITY STRATEGY EF,
41872,ARP,00791R301,PMV ADAPTIVE RISK PARITY ETF,
41875,SANE,81752T544,SUBVERSIVE MENTAL HEALTH ETF,
41878,COYA,22407B108,COYA THERAPEUTICS INC,1835022
41879,CHRG,75526L407,ENERGY &M G EV S&B M F S ETF,
41884,MGOL,55317F207,MGO GLOBAL INC,1902794
41885,MDBH,55285N109,MDB CAPITAL HOLDINGS LLC,1934642
41887,FCUS,88634T519,PINNACLE FOCUSED OPPORTUNITI,
41892,ELWS,27030F202,EARLY WORKS CO LTD -ADS,1944399
41894,GCAD,36261K509,GABELLI COMMERCI A AND D ETF,
41896,PAPL,72303K207,PINEAPPLE FINANCIAL INC,1938109
41897,KVUE,49177J102,KENVUE INC,1944048
41898,LRE,52168R109,LEAD REAL ESTATE CO LTD -ADR,1888980
41900,OMH,G6S38M107,OHMYHOME LTD,1944902
41901,VTS,92852X103,VITESSE ENERGY INC,1944558
41902,WCEO,90214Q576,HYPATIA WOMEN CEO ETF,
41903,ESPX.,30052U206,EVOLVE S&P 500 ENHNCD YLD FD,
41904,ETSX.,30052P108,EVOLVE S&P/TSX 60 ENH YLD FD,
41905,SNAV,19423L524,MOHR SECTOR NAV ETF,
41907,MEMX,577125792,MATTHEWS EMERG MKT EX CH ACT,
41908,ZSB,90290T841,USCF SUSTAINBL BTT MTL STRGY,
41910,CLOA,092528504,BLACKROCK AAA CLO ETF,
41911,KLIP,500767470,KRANESHARES CHN INT CR CL SG,
41912,NVIR,53656G514,HORIZON KINETIC ENGY N REMED,
41914,RUDC.,74938C105,RBC US DIVIDEND COVD CALL,
41915,RCDC.,75526J105,RBC CANADIAN DIVD COVD CALL,
41916,MLYS,603170101,MINERALYS THERAPEUTICS INC,1933414
41918,TCJH,G8923U103,TOP KINGWIN LTD,1938865
41919,PRFD,72201R619,PIMCO PRD AND CAPL SECS ACT,
41921,PCRB,746729607,PUTNAM ESG CORE BOND ETF,
41922,PULT,746729854,PUTNAM ESG ULTRA SHORT ETF,
41923,PPIE,746729870,PUTNAM PANAGORA ESG INTL EQ,
41924,PHYD,746729888,PUTNAM ESG HIGH YIELD ETF,
41925,PPEM,746729706,PUTNAM PANAGORA ESG E MKTS E,
41927,CSBI.,12569M109,CIBC CDN SHORT TERM BOND IDX,
41928,HMAX.,40704M106,HAMILTON CDN FIN YD MAX CL E,
41930,CUDV.,12569L101,CI U S MIN DOWNSIDE VOL IND,
41932,CLOZ,81752T528,PANAGRAM BBB-B CLO ETF,
41936,BFRG,12021E109,BULLFROG AI HOLDINGS INC,1829247
41937,QSG,74767N107,QUANTASING GROUP LTD,1932770
41938,TPMN,887432268,TIMOTHY PLAN MARKET NEUTRAL,
41941,ZWEN.,05592R103,BMO COVERED CALL ENERGY ETF,
41942,ZWHC.,05592T109,BMO COVERED CALL HL CARE ETF,
41943,ZEAT.,05592M104,BMO GLOBAL AGRICULTURE ETF,
41944,ZUAG.,05592U106,BMO US AGGREGATE BD INDX ETF,
41945,TIPS.,05592W128,BMO US TIPS INDEX ETF,
41946,FTBD,316188879,FIDELITY TACTICAL BOND ETF,
41948,BREA,G13311108,BRERA HOLDINGS PLC,1939965
41951,MEDX,53656G563,HORIZON KINETICS MEDICAL ETF,
41952,SPAQ,53656G555,HORIZON KINETICS SPAC AC ETF,
41953,NRXS,64134X201,NEURAXIS INC,1933567
41955,STXE,02072L698,STRIVE EMG MKTS EX-CHINA ETF,
41957,ISPR,46501C100,ISPIRE TECHNOLOGY INC,1948455
41958,HRYU,411292105,HANRYU HOLDINGS INC,1911545
41960,XLVE.,62580M109,MULVIHILL PREMIUM YIEL P ETF,
41963,COPJ,85208P501,SPROTT JUNIOR COPPER MNR ETF,
41964,LITP,85208P709,SPROTT LITHIUM MINERS ETF,
41965,SETM,85208P402,SPROTT ENERGY TRAN MATLS ETF,
41966,URNJ,85208P808,SPROTT JUNIOR URANM MNRS ETF,
41967,EGUS,46436E239,ISHARES ESG AW USA GRWTH ETF,
41968,EVUS,46436E221,ISHARES ESG AW USA VALUE ETF,
41969,FEBT,00888H828,ALLIANZIM US LG CP BUF10 FEB,
41970,FEBW,00888H786,ALLIANZIM US LG CP BUF20 FEB,
41971,LALT,33740F490,FIRST TR MULTI-STRAT ALT ETF,
41972,CDEI,61774R304,CALVERT US LG CP DIV EQ INCL,
41973,CVIE,61774R106,CALVERT INTL RESPONSIBLE IDX,
41974,CVLC,61774R205,CALVERT US LG CP CORE RES IX,
41975,CVMC,61774R403,CALVERT US MD CP CORE RES IX,
41976,CVSB,61774R601,CALVERT ULTRA-SH INV GRD ETF,
41977,CVSE,61774R502,CALVERT US SELECT EQUITY ETF,
41979,GPCR,86366E106,STRUCTURE THERAPEUTICS  -ADR,1888886
41980,RYSE,26922B659,VEST 10 YEAR INTERES R H ETF,
41981,AESI,642045108,ATLAS ENERGY SOLUTIONS INC,1984060
41982,VHAI,92891Q101,VOCODIA HOLDINGS CORP,1880431
41987,SROI,12811T209,CALAMOS ANTETOKOUNMP G SU EQ,
41989,PLGDF,69639F100,PALISADES GOLDCORP LTD,1791972
41990,UNIY,97717Y469,WISDOMTREE VOYA Y EN U UN BF,
41991,KRUZ,81752T494,UNUSUAL WHALES SUB REPUB TR,
41992,NANC,81752T510,UNUSUAL WHALES SUB DEMOC TR,
41994,SURI,82889N624,SIMPLIFY PROPEL OPPORTUN ETF,
41995,HSAI,428050108,HESAI GROUP,1861737
41996,NXT,65290E101,NEXTRACKER INC,1852131
41998,HOVR,64550A107,NEW HORIZON AIRCRAFT LTD,1930021
42002,XTLT.,45031A105,ISHARES 20 YEAR US T B IDX,
42003,ITUTF,45031C101,ISHARES 20 YR US T B I CAD H,
42004,XFLB.,46438A102,ISHARES CORE CAN 15 Y F B I,
42005,XDRV.,46437G100,ISHARES GLOBAL ELE AND A V I,
42006,XEMC.,45033P100,ISHARES MSCI EMERG M EX C I,
42008,CAMX,0075W0163,CAMBIAR AGGRESSIVE VALUE ETF,
42012,UCAR,G9520U116,U POWER LTD,1939780
42013,AIXI,98423X209,XIAO-I CORP -ADR,1935172
42022,GDHG,G3959D109,GOLDEN HEAVEN GROUP HOLD LTD,1928340
42023,SFWL,G8117B101,SHENGFENG DEVELOPMENT LTD,1863218
42025,CUTL.,12569T104,CI UTILITIES GIANTS CD CALL,
42026,GFEB,33740U737,FT VEST US EQ MOD BF ETF FEB,
42027,TORO,Y8900D108,TORO CORP,1941131
42029,QYLE,37960A610,GLOBAL X NASDAQ 100 ESG CD C,
42031,GDTC,Y1R80M106,CYTOMED THERAPEUTICS LIMITED,1873093
42033,ATMU,04956D107,ATMUS FILTRATION TECHNLS INC,1921963
42039,ICAE.,46147Y102,INVESCO S&P/TSX C D A ESG I,
42040,IIAE.,46146T104,INVESCO S&P INTL D D A ESG I,
42041,IUAE.,46147H109,INVESCO S&P US D A ESG INDEX,
42044,XYLE,37960A628,GLOBAL X S&P 500 ESG CLL ETF,
42046,MWG,G6362F108,MULTI WAYS HOLDINGS LTD,1941500
42051,BSMW,46139W833,INVESCO BULLETSHRS 2032 MUNI,
42052,MART,00888H810,ALLIANZIM US LG CP BFR10 MAR,
42053,MARW,00888H778,ALLIANZIM US LG CP BFR20 MAR,
42056,SJIM,66538H146,INVERSE CRAMER TRACKER ETF,
42059,EMDM,33734X754,FIRST TR BLMBRG EMRG MKT DEM,
42062,CAOS,02072L516,ALPHA ARCHITECT TAIL RISK,
42063,MGIH,G6169A104,MILLENNIUM GP INTL HLNGS LTD,1903995
42065,XBIL,74933W460,US TREASURY 6 MONTH BILL ETF,
42066,AWEG,015564305,ALGER WEATHERBIE ENDG GR ETF,
42067,JPSV,46654Q708,JPMORGAN ACTIVE S C VAL ETF,
42070,LITRF,53680W105,LITHIUM ROYALTY CORP,
42072,GMUN,38149W663,GOLDMAN SACHS COMNTY M B ETF,
42073,VTES,921935870,VANGUARD S T TAX EX BOND ETF,
42204,BSVO,02072L532,EA BRIDGEWAY OMNI SM-CAP VAL,
42206,FTIF,33733E815,FIRST TR BLMBG INF SNSTVE EQ,
42211,FUSI,025072224,AMERI CENT MLTSC FLT INC ETF,
42212,JCHI,46654Q880,JPMORGAN ACTIVE CHINA ETF,
42214,UMAC,91532F102,UNUSUAL MACHINES INC,1956955
42217,LOBO,G00350101,LOBO EV TECHNOLGS LTD,1932072
42220,MGRX,56270V106,MANGOCEUTICALS INC,1938046
42223,GMAR,33740F482,FT VEST US E M B ETF MARCH,
42224,XMAR,33740F474,FT VEST US E E & M B ETF MAR,
42230,BITC,091748202,BITWISE BITCN STGY OPT R ETF,
42235,NIKL,85208P600,SPROTT NICKEL MINERS ETF,
42237,FWD,00039J509,AB DISRUPTORS ETF,
42238,HIDV,00039J400,AB US HIGH DIVIDEND ETF,
42239,LOWV,00039J301,AB US LOW VOLATILITY EQ ETF,
42241,BANL,G1991X109,CBL INTERNATIONAL LTD,1914805
42243,STHO,85512G106,STAR HOLDINGS,1953366
42244,LMGIF,55027C106,LUMINE GROUP,
42262,LAES,G79483106,SEALSQ CORP,1951222
42275,UFIV,74933W510,US TREASURY 5 YEAR NOTE ETF,
42277,USVN,74933W528,US TREASURY 7 YEAR NOTE ETF,
42278,UTHY,74933W551,US TREASURY 30 YEAR BOND ETF,
42279,UTRE,74933W494,US TREASURY 3 YEAR NOTE ETF,
42280,UTWY,74933W544,US TREASURY 20 YEAR BOND ETF,
42281,YGFGF,G9834A103,YANGUFANG INTL GROUP CO LTD,1875496
42282,HARD,82889N566,SIMPLIFY COMMOD S NO K 1 ETF,
42284,CXT,224441105,CRANE NXT CO,25445
42291,GDEF,38149W655,GOLDMAN SACHS DEFNSVE EQ ETF,
42292,IVRS,46436E247,ISHARES FUTURE MTVRS TCH COM,
42293,ETEC,46436E197,ISHARES BREAKTHROUGH E S ETF,
42296,DYTA,74933W577,SGI DYNAMIC TACTICAL ETF,
42298,SGLC,74933W593,SGI US LARGE CAP CORE E FUND,
42301,HEB.,40704N104,HAMILTON CAN BNK EQL-WGHT IX,
42302,USCA,23306X605,XTRACKERS MSCI USA CL ACT EQ,
42303,DMBS,25861R402,DOUBLELINE MORTGAGE ETF,
42304,DCRE,25861R303,DOUBLELINE COMMERCIAL RL EST,
42305,RLEA,78109C109,RUBBER LEAF INC,1893657
42306,OAIB,53656G530,TEUCRIUM AILA LGSH BS MT SGY,
42307,IBOT,92189Y402,VANECK ROBOTICS ETF,
42312,MAGS,53656G498,ROUNDHILL MAGNIFICENT SE ETF,
42328,MKAM,02072L490,MKAM ETF,
42329,HRIF.,41756E109,HARVEST DIVERSIFD EQ INC ETF,
42330,TRVI.,417907102,HARVEST TRAVEL & LSR INC ETF,
42332,VCIG,G98218103,VCI GLOBAL LTD,1930510
42333,FDAT,88636J402,TACTICAL ADVANTAGE ETF,
42334,PTEC,37960A594,GLOBAL X PROPTECH ETF,
42335,CBIL.,37964G100,GLOBAL X 0-3 MNTH T-BILL ETF,
42336,HAPS,41151J851,HARBOR HUMAN CA F US S C ETF,
42345,BSR,66538F199,BEACON SELECTIVE RISK ETF,
42346,BTR,66538F215,BEACON TACTICAL RISK ETF,
42347,APLY,88634T857,YIELDMAX AAPL OP INC STR ETF,
42846,ZIVB,92864M202,-1X SHORT VIX MID-TE F S ETF,
42847,TRNR,45840Y203,INTERACTIVE STRENGTH INC,1785056
42848,USGO,90291W108,US GOLDMINING INC,1947244
42849,BBIB,46654Q849,BETABUILDE US T B 3-10 Y ETF,
42850,BBLB,46654Q831,BETABUI US T B 20 PLUS Y ETF,
42851,BBSB,46654Q856,JPMORGAN BETABUILDERS US ETF,
42855,JYD,G5084H103,JAYUD GLOBAL LOGISTICS LTD,1938186
42856,KGS,50012A108,KODIAK GAS SERVICES INC,1767042
42857,GAPR,33740F458,FT VT US EQ MO BF ETF APRIL,
42858,CETF,26209C107,DRIVEWEALTH NYSE 100 IND ETF,
42872,MDLV,02072L482,MORGAN DEMPSEY L CAP VAL ETF,
42873,CRED,19761L110,COLUMBIA RESEARCH ENH RE ETF,
42876,TECX.,87809A107,TD GLOBAL TECH L CAD H I ETF,
42877,TBNK.,87818R109,TD CADN BANK DIVIDEND IX ETF,
42878,DOGG,33738D846,FT VEST DJIA DOGS 10 T I ETF,
42879,EHGO,G3121H103,ESHALLGO INC,1879754
42880,WOK,G9767H109,WORK MED TECHNOLOGY GROP LTD,1929783
42883,MAYT,00888H760,ALLIANZIM US LG CP BFF10 MAY,
42884,MAYW,00888H752,ALLIANZIM US LG CP BFF20 MAY,
42888,HEAT,89157W509,TOUCHSTONE CLIMATE TRANS ETF,
42889,CAFG,69374H352,PACER US SMALL C C C G L ETF,
42890,SXTP,83006G203,60 DEGREES PHARMACEUTICA INC,1946563
42891,CTNT,16307X103,CHEETAH NET SUPLY CN SER INC,1951667
42892,SLRN,00445A100,ACELYRIN INC,1962918
42893,CHRO,171126105,CHROMOCELL THERAPEUTICS CORP,1919246
42895,SWIN,G82759104,SOLOWIN HOLDINGS,1959224
42899,APCB,89834G752,ACTIVEPASSIVE CORE BOND ETF,
42900,APMU,89834G745,ACTIVEPASSIVE INTERM M B ETF,
42901,APIE,89834G737,ACTIVEPASSIVE INTERNAT E ETF,
42902,APUE,89834G729,ACTIVEPASSIVE US EQUITY ETF,
42903,BWET,03210A206,BREAKWAVE TANKER SHIPPNG ETF,
42907,USE,90290T874,USCF ENERGY COMMO S A R FUND,
42910,SYRA,87168W203,SYRA HEALTH CORP,1922335
42911,WBUY,G9513S102,WEBUY GLOBAL LTD,1946703
42912,FIHL,G3398L118,FIDELIS INSURANCE HOLDINGS,1636639
42913,SNWGF,83342V104,SNOWLINE GOLD CORP,1875143
42915,CLIA,88636J709,VERIDIEN CLIMATE ACTION ETF,
42916,RGQO.,749377107,RBC TRGT 2026 CAN GOV BD ETF,
42917,RGQL.,754920106,RBC TRGT 2024 CAN GOV BD ETF,
42918,RGQN.,749367108,RBC TRGT 2025 CAN GOV BD ETF,
42919,RGQP.,74936K109,RBC TRGT 2027 CAN GOV BD ETF,
42920,RGQQ.,74938H104,RBC TRGT 2028 CAN GOV BD ETF,
42921,RGQR.,74939C104,RBC TRGT 2029 CAN GOV BD ETF,
42922,IQRA,45409F710,NYLI CBRE REAL ASSETS ETF,
42923,CMDT,72201R593,PIMCO COMDTY STGY ACTIVE ETF,
42924,RSHO,87975E602,TEMA AMERICAN RESHORING ETF,
42925,BDGS,02072L474,BRIDGES CAPITAL TACTICAL ETF,
42926,IBMR,46436E163,ISHARES IBONDS D 2029 T M BD,
42927,BBEM,46654Q807,JPMORGAN BETABLDR EMG MTS EQ,
42928,BBIP,46654Q823,JPMORGAN BETABLDR US T 0-5 Y,
42929,NVDY,88634T774,YIELDMAX NVDA OPTION INC SGY,
42931,TOLL,87975E107,TEMA MONOPOLIES AND OLIGOPOL,
42932,LUX,87975E305,TEMA LUXURY ETF,
42937,HYFI,00039J608,HIGH YIELD ETF FUND,
42938,EMM,37960A636,GLOBAL X EMERGING MARKTS ETF,
42939,EMC,37960A644,EMERGING MARKET CONSUMER ETF,
42943,BKIV,09661T818,BNY MELLON INNOVATORS ETF,
42944,BKWO,09661T792,BNY MELLON WOMEN'S OPPOR ETF,
42945,MGRM,609786108,MONOGRAM TECHNOLOGIES INC,1769759
42946,RDBH.,74938B107,RBC US DISCOUNT BOND ETF,
42947,RUDB.,75528Q107,RBC US DISCOUN BOND ETF,
42948,ECML,02072L466,EUCLIDEAN FUNDAMENT VALU ETF,
42949,AMPD,88636J808,CNIC ICE US CAR NE PO IN ETF,
42950,KNF,498894104,KNIFE RIVER CORP,1955520
42951,CHAT,88636J600,ROUNDHILL GENER AI & TEC ETF,
42953,PEMX,746729847,PUTNAM EMG MKTS EX-CHINA ETF,
42954,ZTAX,98422R104,X SQUAR MUNICIPAL INCOME ETF,
42955,GMAY,33740F441,FT VEST US EQ MOD B ETF MAY,
42956,SMAY,33740F466,FT VEST US SL C M B ETF MAY,
42959,BLCV,09290C871,BLACKROCK LARGE CAP VALU ETF,
42960,BINC,092528603,BLACKROCK FLEXIBLE INCOM ETF,
42961,CBAL.,12570E104,CI BALANCED ASSET ALLOCATION,
42962,CBGR.,12569Y103,CI BALANCED GROWTH AST A ETF,
42963,CBIN.,12570C108,CI BALANCED INCOME AST A ETF,
42964,CCNV.,12546K101,CI CONSERVATIVE AST ALCN ETF,
42965,CEQT.,12569X105,CI EQUITY AST ALLOCATION ETF,
42966,CGRO.,12569W107,CI GROWTH ASSET ALLOCATN ETF,
42967,AIDB,30151E574,QRAFT A-P US L C D B A I ETF,
42968,YIBO,G7122D102,PLANET IMAGE INTERNATION LTD,1868395
42969,INTJ,G48047107,INTELLIGENT GROUP LTD,1916416
42971,MSS,560667107,MAISON SOLUTIONS INC,1892292
42974,NTRL,37960A586,GLOBAL X CARBON CRD STGY ETF,
42975,MCAD.,74061K106,PREMIUM CASH MANAGEMENT FUND,
42978,JUNT,00888H745,ALLIANZIM US LG CP BFF10 JUN,
42979,JUNW,00888H737,ALLIANZIM US LG CP BFF20 JUN,
42984,AZTR,05479L203,AZITRA INC,1701478
42987,BOF,105230106,BRANCHOUT FOOD INC,1962481
42988,SPPL,G8192U107,SIMPPLE LTD,1948697
42989,GXUS,38150W206,GOLDMAN SACHS MB TT INTL EQ,
42991,RUNN,48817R870,RUNNING OAK EFFICNT GRTH ETF,
42992,USCL,46436E155,ISHARES CLI CO & TR MSCI USA,
42993,INCM,35473P439,FRANKLIN INCOME FOCUS ETF,
42994,RMIF,26922B543,LHA RISK-MANAGED INCOME ETF,
42999,FBOT,316092170,FIDELITY DISRUPTIVE AUTO ETF,
43000,FDCF,316092162,FIDELITY DISRUPTIVE COMM ETF,
43001,FDFF,316092154,FIDELITY DISRUPTIVE FINC ETF,
43002,FDTX,316092139,FIDELITY DISRUPTIVE TECH ETF,
43003,FMED,316092147,FIDELITY DISRUPTIVE MEDI ETF,
43006,REAI,886364397,INTELLIGENT REAL ESTATE ETF,
43007,EVXX,26922B626,DEFIANCE PURE ELT VEHCLE ETF,
43008,CISS,Y18284201,C3IS INC,1951067
43009,SRBK,85227J106,SR BANCORP INC,1951276
43010,ROMA,G7633Y108,ROMA GREEN FINANCE LTD,1945240
43014,DUBS,26922B535,APTUS LARGE CAP EN YIELD ETF,
43015,EQLS,82889N541,SIMPLIFY MKT NT EQ LONG SHRT,
43016,TCAF,87283Q867,T. ROWE PRICE CAP APPRE EQTY,
43017,TGRT,87283Q842,T. ROWE PRICE GROWTH ETF,
43018,TOUS,87283Q834,T. ROWE PRICE INT EQUITY ETF,
43019,TMSL,87283Q826,T. ROWE PR SMALL-MID CAP ETF,
43020,TVAL,87283Q859,T. ROWE PRICE VALUE ETF,
43021,UMAX.,408125102,HAMILTON UTILITI YLD MAX ETF,
43022,SPLT.,111919106,BROMPTON SPLIT CORP PREF SHS,
43023,CAVA,148929102,CAVA GROUP INC,1639438
43026,FTRE,34965K107,FORTREA HOLDINGS INC,1965040
43029,FDIF,316092121,FIDELITY DISRUPTORS ETF,
43030,GJUN,33740F433,FT VS US EQ MRT BR ETF JUNE,
43033,FFLS,66538F165,FUTURE FUND LNG SHT ETF(THE),
43034,CLIP,37960A438,GLOBAL X 1-3 MONTH TBILL ETF,
43038,DDC,G276AC101,DDC ENTERPRISE LTD,1808110
43040,VFLO,92647X830,VICTORYSHARES FREE CASH FLOW,
43041,HCMT,25461A726,DIREXION HCM TACTICAL EN US,
43042,PYLD,72201R585,PIMCO MULTISECTOR BND ACTIVE,
43043,BILZ,72201R577,PIMCO ULTRA SHORT GOV ACTIVE,
43047,ICOP,46436E189,ISHARES COPPER AND METAL MIN,
43048,ILIT,46436E171,ISHARES LITHIUM MIN AND PROD,
